STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT22,WT22_ATTRIBUTES
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/8,11.63,",,W",0,",,W,2400",0,",,W",,,60,"H,,S",71,",,W",46,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/9,7.61,",,W",0,",,W,2400",0,",,W",,,51,"H,,S",71,",,W",46,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/10,13.42,",,W",0,",,W,2400",0,",,W",,,71,"H,,S",89,",,W",59,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/11,9.62,",,W",0,",,W,2400",0,",,W",,,68,"H,,S",80,",,W",50,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/12,9.17,",,W",0.02,",,W,2400",0,",,W",,,57,"H,,S",87,",,W",48,",,W",1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/13,14.32,",,W",0,",,W,2400",0,",,W",,,64,"H,,S",69,",,W",53,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/14,9.4,",,W",0,",,W,2400",0,",,W",,,58,"H,,S",69,",,W",49,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/15,6.49,",,W",0,",,W,2400",0,",,W",,,59,"H,,S",67,",,W",48,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/16,7.83,",,W",0,"T,,W,2400",0,",,W",,,61,"H,,S",71,",,W",55,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/17,7.83,",,W",0,",,W,2400",0,",,W",,,61,"H,,S",67,",,W",52,",,W",1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/18,10.29,",,W",0,",,W,2400",0,",,W",,,53,"H,,S",58,",,W",49,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/19,9.84,",,W",0.27,",,W,2400",0,",,W",,,56,"H,,S",65,",,W",52,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/20,13.87,",,W",0,",,W,2400",0,",,W",,,61,"H,,S",66,",,W",51,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/21,9.62,",,W",0,",,W,2400",0,",,W",,,57,"H,,S",67,",,W",45,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/22,12.97,",,W",0,"T,,W,2400",0,",,W",,,62,"H,,S",76,",,W",52,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/23,13.2,",,W",0,",,W,2400",0,",,W",,,56,"H,,S",65,",,W",44,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/24,15.66,",,W",0,",,W,2400",0,",,W",,,65,"H,,S",83,",,W",51,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/25,10.74,",,W",0,"T,,W,2400",0,",,W",,,70,"H,,S",81,",,W",58,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/26,16.33,",,W",0,",,W,2400",0,",,W",,,73,"H,,S",87,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/27,16.11,",,W",0,",,W,2400",0,",,W",,,74,"H,,S",85,",,W",65,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/28,13.2,",,W",0,"T,,W,2400",0,",,W",,,74,"H,,S",86,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/29,8.05,",,W",0,",,W,2400",0,",,W",,,67,"H,,S",72,",,W",55,",,W",1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/30,14.54,",,W",0,",,W,2400",0,",,W",,,69,"H,,S",88,",,W",58,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/5/31,13.87,",,W",0.91,",,W,2400",0,",,W",,,67,"H,,S",77,",,W",48,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/1,13.65,",,W",0.38,",,W,2400",0,",,W",,,48,"H,,S",49,",,W",47,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/2,11.18,",,W",0.74,",,W,2400",0,",,W",,,47,"H,,S",49,",,W",46,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/3,6.93,",,W",0,",,W,2400",0,",,W",,,50,"H,,S",56,",,W",47,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/4,6.26,",,W",0,",,W,2400",0,",,W",,,52,"H,,S",58,",,W",49,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/5,7.61,",,W",0,"T,,W,2400",0,",,W",,,54,"H,,S",59,",,W",50,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/6,6.93,",,W",0.09,",,W,2400",0,",,W",,,58,"H,,S",67,",,W",52,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/7,10.74,",,W",0,",,W,2400",0,",,W",,,59,"H,,S",67,",,W",53,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/8,16.55,",,W",0,"T,,W,2400",0,",,W",,,63,"H,,S",76,",,W",53,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/9,13.2,",,W",0,"T,,W,2400",0,",,W",,,69,"H,,S",78,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/10,10.96,",,W",0,",,W,2400",0,",,W",,,71,"H,,S",82,",,W",62,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/11,13.65,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",88,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/12,8.95,",,W",0,",,W,2400",0,",,W",,,74,"H,,S",79,",,W",65,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/13,8.5,",,W",0,"T,,W,2400",0,",,W",,,73,"H,,S",85,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/14,9.62,",,W",0,",,W,2400",0,",,W",,,70,"H,,S",74,",,W",62,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/15,9.17,",,W",0.4,",,W,2400",0,",,W",,,58,"H,,S",63,",,W",54,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/16,4.7,",,W",0,"T,,W,2400",0,",,W",,,59,"H,,S",71,",,W",56,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/17,9.84,",,W",0,",,W,2400",0,",,W",,,66,"H,,S",69,",,W",59,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/18,10.29,",,W",0,",,W,2400",0,",,W",,,65,"H,,S",76,",,W",57,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/19,9.62,",,W",0,",,W,2400",0,",,W",,,69,"H,,S",86,",,W",63,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/20,9.17,",,W",0.04,",,W,2400",0,",,W",,,65,"H,,S",75,",,W",58,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/21,6.04,",,W",1.72,",,W,2400",0,",,W",,,66,"H,,S",76,",,W",60,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/22,5.82,",,W",0,",,W,2400",0,",,W",,,66,"H,,S",77,",,W",61,",,W",1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/23,11.41,",,W",0.01,",,W,2400",0,",,W",,,72,"H,,S",88,",,W",60,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/24,11.18,",,W",0,",,W,2400",0,",,W",,,76,"H,,S",84,",,W",67,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/25,7.16,",,W",0,",,W,2400",0,",,W",,,73,"H,,S",81,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/26,8.5,",,W",0,"T,,W,2400",0,",,W",,,68,"H,,S",72,",,W",59,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/27,7.16,",,W",0.2,",,W,2400",0,",,W",,,63,"H,,S",68,",,W",57,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/28,17.9,",,W",1.43,",,W,2400",0,",,W",,,59,"H,,S",59,",,W",52,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/29,6.93,",,W",0,"T,,W,2400",0,",,W",,,60,"H,,S",75,",,W",53,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/6/30,6.93,",,W",0,",,W,2400",0,",,W",,,68,"H,,S",75,",,W",60,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/1,11.18,",,W",0.54,",,W,2400",0,",,W",,,69,"H,,S",82,",,W",62,",,W",1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/2,9.17,",,W",0,",,W,2400",0,",,W",,,72,"H,,S",80,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/3,8.5,",,W",0,",,W,2400",0,",,W",,,71,"H,,S",76,",,W",63,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/4,4.47,",,W",0,"T,,W,2400",0,",,W",,,67,"H,,S",72,",,W",62,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/5,8.05,",,W",0,",,W,2400",0,",,W",,,71,"H,,S",83,",,W",61,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/6,7.16,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",80,",,W",68,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/7,10.51,",,W",0.02,",,W,2400",0,",,W",,,74,"H,,S",84,",,W",65,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/8,11.18,",,W",0,"T,,W,2400",0,",,W",,,79,"H,,S",88,",,W",69,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/9,8.05,",,W",0.15,",,W,2400",0,",,W",,,69,"H,,S",69,",,W",63,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/10,7.61,",,W",1.12,",,W,2400",0,",,W",,,67,"H,,S",77,",,W",60,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/11,8.5,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",83,",,W",68,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/12,8.95,",,W",0,",,W,2400",0,",,W",,,80,"H,,S",89,",,W",72,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/13,6.49,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",77,",,W",67,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/14,8.05,",,W",0.03,",,W,2400",0,",,W",,,71,"H,,S",82,",,W",65,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/15,7.38,",,W",0,"T,,W,2400",0,",,W",,,74,"H,,S",82,",,W",67,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/16,11.18,",,W",0,",,W,2400",0,",,W",,,65,"H,,S",68,",,W",59,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/17,9.17,",,W",0,"T,,W,2400",0,",,W",,,67,"H,,S",75,",,W",60,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/18,10.96,",,W",0.14,",,W,2400",0,",,W",,,70,"H,,S",78,",,W",64,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/19,9.4,",,W",0,"T,,W,2400",0,",,W",,,78,"H,,S",90,",,W",71,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/20,9.17,",,W",0,"T,,W,2400",0,",,W",,,83,"H,,S",92,",,W",70,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/21,6.49,",,W",0,"T,,W,2400",0,",,W",,,78,"H,,S",81,",,W",70,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/22,11.63,",,W",0,",,W,2400",0,",,W",,,76,"H,,S",84,",,W",69,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/23,7.38,",,W",0,",,W,2400",0,",,W",,,74,"H,,S",82,",,W",67,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/24,8.72,",,W",0.01,",,W,2400",0,",,W",,,72,"H,,S",81,",,W",66,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/25,8.72,",,W",0,",,W,2400",0,",,W",,,66,"H,,S",69,",,W",62,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/26,8.28,",,W",0,"T,,W,2400",0,",,W",,,68,"H,,S",79,",,W",63,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/27,8.05,",,W",0.06,",,W,2400",0,",,W",,,75,"H,,S",86,",,W",68,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/28,8.05,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",86,",,W",70,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/29,7.38,",,W",0,",,W,2400",0,",,W",,,80,"H,,S",92,",,W",71,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/30,14.32,",,W",0.02,",,W,2400",0,",,W",,,83,"H,,S",91,",,W",74,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/7/31,11.18,",,W",0,",,W,2400",0,",,W",,,80,"H,,S",89,",,W",73,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/1,10.51,",,W",0,"T,,W,2400",0,",,W",,,79,"H,,S",90,",,W",68,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/2,11.41,",,W",0,",,W,2400",0,",,W",,,78,"H,,S",88,",,W",68,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/3,12.75,",,W",0,",,W,2400",0,",,W",,,78,"H,,S",90,",,W",68,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/4,9.4,",,W",0.49,",,W,2400",0,"T,,W",,,76,"H,,S",89,",,W",66,",,W",1,",,W",1,",,W",1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/5,10.51,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",85,",,W",65,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/6,9.17,",,W",0,",,W,2400",0,",,W",,,74,"H,,S",82,",,W",65,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/7,7.83,",,W",0,",,W,2400",0,",,W",,,70,"H,,S",73,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/8,6.26,",,W",0,",,W,2400",0,",,W",,,67,"H,,S",76,",,W",61,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/9,8.72,",,W",0,",,W,2400",0,",,W",,,66,"H,,S",73,",,W",62,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/10,10.29,",,W",0,",,W,2400",0,",,W",,,70,"H,,S",83,",,W",63,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/11,9.62,",,W",0.83,",,W,2400",0,",,W",,,68,"H,,S",72,",,W",64,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/12,8.95,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",85,",,W",68,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/13,8.05,",,W",0,",,W,2400",0,",,W",,,73,"H,,S",82,",,W",66,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/14,9.17,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",86,",,W",63,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/15,7.61,",,W",0.08,",,W,2400",0,",,W",,,76,"H,,S",91,",,W",68,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/16,6.71,",,W",0,",,W,2400",0,",,W",,,75,"H,,S",90,",,W",67,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/17,7.83,",,W",0,",,W,2400",0,",,W",,,80,"H,,S",91,",,W",71,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/18,8.05,",,W",0.14,",,W,2400",0,",,W",,,78,"H,,S",87,",,W",71,",,W",,,,,1,",,W",,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/19,8.72,",,W",0,",,W,2400",0,",,W",,,78,"H,,S",88,",,W",71,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/20,10.74,",,W",0,",,W,2400",0,",,W",,,73,"H,,S",78,",,W",68,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/21,5.82,",,W",0.63,",,W,2400",0,",,W",,,72,"H,,S",83,",,W",67,",,W",1,",,W",1,",,W",1,",,W",,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/22,6.93,",,W",0,"T,,W,2400",0,",,W",,,71,"H,,S",73,",,W",67,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/23,8.05,",,W",0.02,",,W,2400",0,",,W",,,68,"H,,S",71,",,W",67,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/24,6.04,",,W",0,"T,,W,2400",0,",,W",,,71,"H,,S",75,",,W",68,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/25,8.5,",,W",0,",,W,2400",0,",,W",,,71,"H,,S",81,",,W",67,",,W",1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/26,7.83,",,W",0,"T,,W,2400",0,",,W",,,76,"H,,S",85,",,W",69,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/27,10.07,",,W",0,",,W,2400",0,",,W",,,74,"H,,S",82,",,W",65,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2015/8/28,7.61,",,W",0,",,W,2400",0,",,W",,,70,"H,,S",75,",,W",64,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
