Date,daily.record.time,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,Year,Day_of_Week,Win,Lost,DN,Attendance,GameBehind
2012-4-13,24,252,3.2,3.8,99,99,99,999,1018,24.7,25.8,999,99,99,2012,Friday,2,5,D,37032,3
2012-4-14,24,112,8,9,99,99,99,999,1020,24.3,25.9,999,99,99,2012,Saturday,3,5,D,38024,2
2012-4-15,24,112,10,11.1,99,99,99,999,1022,23.8,25.7,999,99,99,2012,Sunday,4,5,D,38024,1
2012-4-16,24,111,10,11,99,99,99,999,1021,24.3,25.5,999,99,99,2012,Monday,4,6,D,38108,2
2012-4-17,24,105,9.2,10.3,99,99,99,999,1020,24.2,25.4,999,99,99,2012,Tuesday,4,7,N,38229,3
2012-4-18,24,125,7.2,8.1,99,99,99,999,1018,24.3,25.5,999,99,99,2012,Wednesday,4,8,N,37967,4
2012-4-20,24,169,4.8,5.2,99,99,99,999,1013,25.2,25.8,999,99,99,2012,Friday,4,9,D,36770,5
2012-4-21,24,111,7.5,8.4,99,99,99,999,1011,23,25.6,999,99,99,2012,Saturday,4,10,D,37839,6
2012-4-30,24,94,12.2,13.6,99,99,99,999,1015,23.7,24.7,999,99,99,2012,Monday,11,11,N,37359,0
2012-5-1,24,111,11.1,12.5,99,99,99,999,1016,24.7,24.7,999,99,99,2012,Tuesday,11,12,N,37225,1
2012-5-2,24,109,9.9,10.9,99,99,99,999,1017,25.1,25.2,999,99,99,2012,Wednesday,11,13,N,37434,2
2012-5-4,24,104,6.9,7.7,99,99,99,999,1018,24.9,25.5,999,99,99,2012,Friday,11,14,N,37223,3
2012-5-5,24,117,4.9,5.5,99,99,99,999,1016,24.9,25.6,999,99,99,2012,Saturday,11,15,D,37581,4
2012-5-6,24,144,3.6,4.2,99,99,99,999,1015,25.4,25.8,999,99,99,2012,Sunday,11,16,D,37394,5
2012-5-10,24,252,5.9,6.5,99,99,99,999,1011,26.3,26.1,999,99,99,2012,Thursday,12,19,N,37348,7
2012-5-11,24,241,3.8,4.2,99,99,99,999,1014,26.2,26,999,99,99,2012,Friday,13,19,N,37438,6
2012-5-12,24,70,5.9,6.6,99,99,99,999,1019,26.4,26.4,999,99,99,2012,Saturday,14,19,N,38048,5
2012-5-13,24,96,7.9,8.8,99,99,99,999,1019,26.1,26.6,999,99,99,2012,Sunday,15,19,D,37611,4
2012-5-14,24,107,4.4,5,99,99,99,999,1016,26.1,26.8,999,99,99,2012,Monday,16,19,N,37334,3
2012-5-15,24,168,3.8,4.4,99,99,99,999,1016,26.5,26.8,999,99,99,2012,Tuesday,17,19,D,37292,2
2012-5-25,24,42,2.9,3.3,99,99,99,999,1014,26.2,27,999,99,99,2012,Friday,22,23,N,37594,1
2012-5-26,24,86,3.5,3.8,99,99,99,999,1016,26.7,27.4,999,99,99,2012,Saturday,23,23,N,38099,0
2012-5-27,24,223,2.2,2.7,99,99,99,999,1015,26.9,27.6,999,99,99,2012,Sunday,23,24,D,37844,1
2012-5-28,24,221,3.4,4,99,99,99,999,1015,27.3,28.2,999,99,99,2012,Monday,24,24,D,37921,0
2012-5-29,24,177,3.6,4.2,99,99,99,999,1015,27.5,27.9,999,99,99,2012,Tuesday,25,24,N,37216,-1
2012-5-30,24,217,3.7,4.2,99,99,99,999,1014,27.6,28.3,999,99,99,2012,Wednesday,26,24,N,37195,-2
2012-5-31,22,209,4.8,5.3,99,99,99,999,1014,26.9,28.6,999,99,99,2012,Thursday,26,25,N,37629,-1
2012-6-5,24,248,4.5,4.9,99,99,99,999,1013,28,28.1,999,99,99,2012,Tuesday,28,27,N,37181,-1
2012-6-6,24,213,3.5,4,99,99,99,999,1014,28,28.2,999,99,99,2012,Wednesday,28,28,N,37243,0
2012-6-7,24,162,3.2,3.6,99,99,99,999,1015,28,27.9,999,99,99,2012,Thursday,29,28,N,37307,-1
2012-6-8,24,201,3.1,3.5,99,99,99,999,1015,27.9,27.7,999,99,99,2012,Friday,29,29,N,37309,0
2012-6-9,24,117,3.9,4.3,99,99,99,999,1015,27.4,27.8,999,99,99,2012,Saturday,29,30,D,37534,1
2012-6-10,24,103,5,5.5,99,99,99,999,1017,28.4,28.3,999,99,99,2012,Sunday,29,31,D,37467,2
2012-6-19,24,85,10.6,11.7,99,99,99,999,1015,27.2,28.2,999,99,99,2012,Tuesday,34,33,N,37701,-1
2012-6-20,24,140,8.9,9.8,99,99,99,999,1014,26.1,27.9,999,99,99,2012,Wednesday,35,33,N,37362,-2
2012-6-21,24,139,6.9,7.8,99,99,99,999,1014,26.6,28,999,99,99,2012,Thursday,36,33,N,37261,-3
2012-6-22,24,204,6.2,6.9,99,99,99,999,1012,26.5,28,999,99,99,2012,Friday,36,34,N,37281,-2
2012-6-23,24,141,6.8,7.6,99,99,99,999,1014,27.1,27.9,999,99,99,2012,Saturday,37,34,N,37782,-3
2012-6-24,24,171,8.5,9.3,99,99,99,999,1014,27.8,27.9,999,99,99,2012,Sunday,38,34,D,37565,-4
2012-6-25,24,196,10.4,11.5,99,99,99,999,1012,28.1,27.9,999,99,99,2012,Monday,38,35,N,37208,-3
2012-6-26,24,207,10.8,12,99,99,99,999,1009,28,27.8,999,99,99,2012,Tuesday,39,35,N,37755,-4
2012-6-27,24,229,10.6,11.7,99,99,99,999,1012,27.9,27.9,999,99,99,2012,Wednesday,40,35,D,37744,-5
2012-7-6,24,89,3.7,4.3,99,99,99,999,1017,28.2,29,999,99,99,2012,Friday,42,41,N,38066,-1
2012-7-7,24,91,4.6,5.1,99,99,99,999,1018,28.1,29,999,99,99,2012,Saturday,42,42,D,38170,0
2012-7-7,24,91,4.6,5.1,99,99,99,999,1018,28.1,29,999,99,99,2012,Saturday,43,42,N,37791,-1
2012-7-8,24,100,3.4,4.1,99,99,99,999,1018,27.9,28.8,999,99,99,2012,Sunday,43,43,N,38270,0
2012-7-16,24,133,3.4,4.1,99,99,99,999,1018,26.9,28.9,999,99,99,2012,Monday,46,44,N,38334,-2
2012-7-17,24,143,3,3.5,99,99,99,999,1017,27.3,29.1,999,99,99,2012,Tuesday,46,45,N,37771,-1
2012-7-18,24,158,4.1,4.6,99,99,99,999,1019,28.2,29,999,99,99,2012,Wednesday,47,45,N,37367,-2
2012-7-19,24,100,4.7,5.4,99,99,99,999,1021,28.5,29.1,999,99,99,2012,Thursday,48,45,N,38413,-3
2012-7-20,24,96,6.4,7,99,99,99,999,1019,28.6,29.2,999,99,99,2012,Friday,48,46,N,38093,-2
2012-7-21,24,88,6.3,7,99,99,99,999,1018,28.7,29.3,999,99,99,2012,Saturday,48,47,N,38170,-1
2012-7-22,24,96,5.9,6.6,99,99,99,999,1018,27.3,29.1,999,99,99,2012,Sunday,48,48,D,37737,0
2012-7-30,24,156,2.3,2.9,99,99,99,999,1017,28.7,29.5,999,99,99,2012,Monday,52,51,N,37784,-1
2012-7-31,24,152,1.7,2.1,99,99,99,999,1017,28.9,29.6,999,99,99,2012,Tuesday,53,51,N,37275,-2
2012-8-1,24,129,1.6,2,99,99,99,999,1017,29.1,29.7,999,99,99,2012,Wednesday,53,52,N,37213,-1
2012-8-2,24,90,1.5,2.1,99,99,99,999,1016,29.1,29.9,999,99,99,2012,Thursday,53,53,N,37191,0
2012-8-3,24,82,3.3,3.9,99,99,99,999,1015,28.9,30,999,99,99,2012,Friday,53,54,N,37285,1
2012-8-4,24,118,3.6,4.2,99,99,99,999,1016,28.4,30,999,99,99,2012,Saturday,53,55,N,37914,2
2012-8-5,24,122,5.7,6.3,99,99,99,999,1017,29,30,999,99,99,2012,Sunday,54,55,D,37019,1
2012-8-6,24,127,5.5,6.2,99,99,99,999,1017,27.6,29.8,999,99,99,2012,Monday,55,55,N,37316,0
2012-8-7,24,113,5.9,6.6,99,99,99,999,1016,29.1,29.6,999,99,99,2012,Tuesday,55,56,N,38416,1
2012-8-8,24,96,4.8,5.5,99,99,99,999,1016,29,29.4,999,99,99,2012,Wednesday,55,57,D,37716,2
2012-8-21,24,207,3.1,3.6,99,99,99,999,1017,29,30,999,99,99,2012,Tuesday,59,64,N,37794,5
2012-8-22,24,133,3.6,4,99,99,99,999,1018,29,29.7,999,99,99,2012,Wednesday,59,65,N,37373,6
2012-8-23,24,71,4.3,5,99,99,99,999,1018,29.3,29.9,999,99,99,2012,Thursday,59,66,N,37829,7
2012-8-24,24,62,8.5,9.3,99,99,99,999,1015,28.6,29.5,999,99,99,2012,Friday,60,66,N,37228,6
2012-8-25,24,108,10.4,11.8,99,99,99,999,1013,27,29.2,999,99,99,2012,Saturday,60,67,N,37103,7
2012-8-26,24,88,15.5,17.5,99,99,99,999,1006,28.1,29.1,999,99,99,2012,Sunday,61,67,D,37188,6
2012-8-27,24,173,16.1,18.2,99,99,99,999,1008,28.1,28.9,999,99,99,2012,Monday,62,67,D,37506,5
2012-9-7,24,166,1.6,2.2,99,99,99,999,1016,28.5,29.1,999,99,99,2012,Friday,63,76,N,37156,13
2012-9-8,24,195,2.2,2.8,99,99,99,999,1015,28.5,29.5,999,99,99,2012,Saturday,63,77,N,37107,14
2012-9-9,24,249,4.5,5.1,99,99,99,999,1015,28.5,29.2,999,99,99,2012,Sunday,63,78,D,37226,15
2012-9-11,24,221,2.3,2.7,99,99,99,999,1017,28.4,29.3,999,99,99,2012,Tuesday,64,78,N,37437,14
2012-9-12,24,74,8.3,9.2,99,99,99,999,1016,28.6,29.4,999,99,99,2012,Wednesday,64,79,N,37230,15
2012-9-13,24,88,8.5,9.5,99,99,99,999,1015,27.9,29.1,999,99,99,2012,Thursday,64,80,N,38134,16
2012-9-21,24,72,7.4,8.3,99,99,99,999,1015,26.8,28.7,999,99,99,2012,Friday,68,84,N,37731,16
2012-9-22,24,157,4.8,5.6,99,99,99,999,1015,27.3,28.7,999,99,99,2012,Saturday,68,85,D,37570,17
2012-9-23,24,103,2.9,3.4,99,99,99,999,1017,27.2,28.9,999,99,99,2012,Sunday,69,85,D,37310,16
2012-9-25,24,63,5.3,5.9,99,99,99,999,1017,27.8,28.7,999,99,99,2012,Tuesday,69,86,N,37045,17
2012-9-26,24,76,4.5,5,99,99,99,999,1018,28.2,28.8,999,99,99,2012,Wednesday,69,87,N,37247,18
2013-4-8,24,96,6.6,7.3,99,99,99,999,1019,23.5,23.4,999,99,99,2013,Monday,5,2,D,37008,-3
2013-4-10,24,108,8.2,9.1,99,99,99,999,1018,24.9,24.5,999,99,99,2013,Wednesday,5,3,N,30862,-2
2013-4-11,24,126,9.2,10.3,99,99,99,999,1015,25.2,25.1,999,99,99,2013,Thursday,5,4,N,27704,-1
2013-4-13,24,172,4.7,5.2,99,99,99,999,1014,25.9,25.7,999,99,99,2013,Saturday,6,4,D,33039,-2
2013-4-14,24,148,4.7,5.1,99,99,99,999,1014,26,25.7,999,99,99,2013,Sunday,7,4,D,35198,-3
2013-4-15,24,148,4.4,5,99,99,99,999,1015,26.4,25.7,999,99,99,2013,Monday,8,4,D,37449,-4
2013-4-20,24,197,6.3,6.8,99,99,99,999,1016,26.4,26.5,999,99,99,2013,Saturday,12,4,D,35152,-8
2013-4-21,24,161,2.8,3.2,99,99,99,999,1018,25.4,26.4,999,99,99,2013,Sunday,12,5,D,31483,-7
2013-4-21,24,161,2.8,3.2,99,99,99,999,1018,25.4,26.4,999,99,99,2013,Sunday,12,6,N,33270,-6
2013-4-22,24,129,3.2,3.9,99,99,99,999,1016,24.8,26.5,999,99,99,2013,Monday,13,6,N,28926,-7
2013-4-23,24,34,7.1,7.8,99,99,99,999,1016,24.6,26.6,999,99,99,2013,Tuesday,13,7,N,29006,-6
2013-4-24,24,79,8.3,9.2,99,99,99,999,1018,24.9,26.4,999,99,99,2013,Wednesday,14,7,D,29274,-7
2013-4-25,24,73,6.7,7.6,99,99,99,999,1020,24.8,26.4,999,99,99,2013,Thursday,15,7,N,30093,-8
2013-4-26,24,71,7.1,8,99,99,99,999,1022,24.2,26.4,999,99,99,2013,Friday,16,7,N,29312,-9
2013-4-27,24,76,8.2,9.2,99,99,99,999,1021,24.4,26.3,999,99,99,2013,Saturday,17,7,N,34726,-10
2013-4-28,24,96,9.3,10.3,99,99,99,999,1018,24.9,26.2,999,99,99,2013,Sunday,18,7,D,36527,-11
2013-5-6,24,212,6.5,7.2,99,99,99,999,1015,22.6,25.8,999,99,99,2013,Monday,21,11,N,31088,-10
2013-5-7,24,254,4.4,5.1,99,99,99,999,1017,23.7,25.8,999,99,99,2013,Tuesday,21,12,N,30549,-9
2013-5-8,24,198,2,2.5,99,99,99,999,1019,23.6,25.9,999,99,99,2013,Wednesday,21,13,N,29969,-8
2013-5-9,24,67,3.6,4,99,99,99,999,1020,24.9,26.1,999,99,99,2013,Thursday,21,14,N,31571,-7
2013-5-10,24,125,3.5,4,99,99,99,999,1019,26.4,26.5,999,99,99,2013,Friday,22,14,N,33606,-8
2013-5-11,24,151,5.2,5.7,99,99,99,999,1018,26.6,26.6,999,99,99,2013,Saturday,22,15,D,36543,-7
2013-5-12,24,168,3.9,4.5,99,99,99,999,1017,26.5,26.3,999,99,99,2013,Sunday,22,16,D,35532,-6
2013-5-23,24,239,5,5.5,99,99,99,999,1015,27.1,26.6,999,99,99,2013,Thursday,28,20,N,35254,-8
2013-5-24,24,261,3.5,3.9,99,99,99,999,1017,27.2,26.5,999,99,99,2013,Friday,29,20,N,34074,-9
2013-5-25,24,85,4.8,5.3,99,99,99,999,1019,26.7,26.9,999,99,99,2013,Saturday,30,20,D,36504,-10
2013-5-26,24,70,7.7,8.5,99,99,99,999,1020,26.3,26.9,999,99,99,2013,Sunday,31,20,D,37046,-11
2013-5-27,24,88,10.1,11.2,99,99,99,999,1019,26.1,26.8,999,99,99,2013,Monday,32,20,N,33627,-12
2013-5-28,24,123,8.2,12.9,99,99,99,999,1018,25.2,29.6,999,99,99,2013,Tuesday,32,21,N,33463,-11
2013-6-4,24,97,4.1,4.5,99,99,99,999,1016,26.4,26.5,999,99,99,2013,Tuesday,36,23,N,32035,-13
2013-6-5,24,109,7.5,8.2,99,99,99,999,1015,27.2,26.4,999,99,99,2013,Wednesday,36,24,N,33296,-12
2013-6-6,24,166,8.8,9.8,99,99,99,999,1012,27.3,26.5,999,99,99,2013,Thursday,37,24,N,35352,-13
2013-6-8,24,151,4.4,5.2,99,99,99,999,1017,26.7,26.7,999,99,99,2013,Saturday,37,25,D,34499,-12
2013-6-8,24,151,4.4,5.2,99,99,99,999,1017,26.7,26.7,999,99,99,2013,Saturday,38,25,N,36518,-13
2013-6-9,24,118,7,7.8,99,99,99,999,1018,27.5,26.9,999,99,99,2013,Sunday,39,25,D,37054,-14
2013-6-18,24,129,5.2,5.8,99,99,99,999,1018,28.3,28.1,999,99,99,2013,Tuesday,43,29,D,33430,-14
2013-6-18,24,129,5.2,5.8,99,99,99,999,1018,28.3,28.1,999,99,99,2013,Tuesday,44,29,N,32156,-15
2013-6-19,24,151,4.6,5.3,99,99,99,999,1017,28.3,28.2,999,99,99,2013,Wednesday,44,30,N,35710,-14
2013-6-25,24,108,6.7,7.5,99,99,99,999,1019,27.8,28.7,999,99,99,2013,Tuesday,46,33,N,36286,-13
2013-6-26,24,121,6.5,7.1,99,99,99,999,1018,27.9,28.7,999,99,99,2013,Wednesday,47,33,D,34632,-14
2013-6-27,23,118,3.3,3.7,99,99,99,999,1017,27.9,28.6,999,99,99,2013,Thursday,48,33,N,34750,-15
2013-6-28,24,132,2.6,3,99,99,99,999,1015,28.1,28.7,999,99,99,2013,Friday,49,33,N,36383,-16
2013-6-29,24,190,4.8,5.4,99,99,99,999,1013,27.9,28.9,999,99,99,2013,Saturday,49,34,D,37437,-15
2013-6-30,23,203,8.7,9.6,99,99,99,999,1013,27.9,28.5,999,99,99,2013,Sunday,50,34,D,37425,-16
2013-7-2,24,151,4.9,5.6,99,99,99,999,1017,27.8,27.8,999,99,99,2013,Tuesday,51,34,N,36498,-17
2013-7-3,24,146,7.2,8,99,99,99,999,1019,27.4,27.6,999,99,99,2013,Wednesday,52,34,N,36911,-18
2013-7-4,24,124,8.4,9.3,99,99,99,999,1019,28,27.5,999,99,99,2013,Thursday,53,34,D,37607,-19
2013-7-19,24,101,6.6,7.3,99,99,99,999,1019,27.6,28.3,999,99,99,2013,Friday,59,39,N,38130,-20
2013-7-20,24,140,5.8,6.3,99,99,99,999,1019,28.1,28.3,999,99,99,2013,Saturday,59,40,D,37601,-19
2013-7-21,24,143,4.9,5.5,99,99,99,999,1019,28.1,28.3,999,99,99,2013,Sunday,60,40,N,38138,-20
2013-7-22,24,108,4.3,4.8,99,99,99,999,1020,28,28.6,999,99,99,2013,Monday,60,41,N,35016,-19
2013-7-23,24,139,3.4,3.8,99,99,99,999,1019,28.1,28.7,999,99,99,2013,Tuesday,61,41,N,34609,-20
2013-7-24,24,214,2.7,3.1,99,99,99,999,1016,28,28.8,999,99,99,2013,Wednesday,61,42,N,36514,-19
2013-7-29,24,102,3.9,4.5,99,99,99,999,1019,28.7,29.5,999,99,99,2013,Monday,63,44,N,37242,-19
2013-7-30,24,101,5.9,6.6,99,99,99,999,1020,28.7,29.7,999,99,99,2013,Tuesday,64,44,N,34578,-20
2013-7-31,24,98,7,7.7,99,99,99,999,1018,28.9,29.6,999,99,99,2013,Wednesday,65,44,N,35059,-21
2013-8-1,24,91,6.5,7.3,99,99,99,999,1016,28.4,29.6,999,99,99,2013,Thursday,66,44,N,35886,-22
2013-8-2,23,202,2.1,2.5,99,99,99,999,1016,28,29.4,999,99,99,2013,Friday,66,45,N,37652,-21
2013-8-3,24,179,3.7,4.2,99,99,99,999,1019,28.8,29.5,999,99,99,2013,Saturday,67,45,N,37941,-22
2013-8-4,24,121,1.5,2,99,99,99,999,1019,29,29.5,999,99,99,2013,Sunday,68,45,D,37611,-23
2013-8-16,24,118,4.8,5.3,99,99,99,999,1017,28.8,29.5,999,99,99,2013,Friday,72,52,N,38143,-20
2013-8-17,24,107,5.7,6.3,99,99,99,999,1017,28.8,29.5,999,99,99,2013,Saturday,73,52,D,37517,-21
2013-8-18,24,109,7.5,8.2,99,99,99,999,1017,28.8,29.4,999,99,99,2013,Sunday,73,53,N,37917,-20
2013-8-27,24,91,4.8,5.6,99,99,99,999,1017,26.7,29,999,99,99,2013,Tuesday,78,55,N,36226,-23
2013-8-28,24,114,5.2,6,99,99,99,999,1016,25.9,28.7,999,99,99,2013,Wednesday,79,55,N,31962,-24
2013-8-29,24,155,2.1,2.5,99,99,99,999,1016,27.8,28.7,999,99,99,2013,Thursday,79,56,N,33300,-23
2013-8-30,24,172,2,2.4,99,99,99,999,1015,27.8,28.9,999,99,99,2013,Friday,80,56,N,36063,-24
2013-8-31,23,148,2.6,3.2,99,99,99,999,1015,27.8,29.1,999,99,99,2013,Saturday,81,56,N,37363,-25
2013-9-1,24,143,3,3.6,99,99,99,999,1015,28.6,29.3,999,99,99,2013,Sunday,82,56,D,37053,-26
2013-9-2,24,150,2.2,2.7,99,99,99,999,1016,28.5,29.5,999,99,99,2013,Monday,82,57,D,36188,-25
2013-9-3,24,105,2.8,3.3,99,99,99,999,1015,28.7,29.4,999,99,99,2013,Tuesday,83,57,N,32071,-26
2013-9-4,24,96,5.5,6,99,99,99,999,1016,28.8,29.5,999,99,99,2013,Wednesday,84,57,N,33720,-27
2013-9-13,24,143,1.7,2.2,99,99,99,999,1012,28.3,29.5,999,99,99,2013,Friday,90,59,N,37542,-31
2013-9-14,24,108,3.6,4.1,99,99,99,999,1012,28.6,29.6,999,99,99,2013,Saturday,91,59,D,37510,-32
2013-9-15,24,109,6.4,7.1,99,99,99,999,1015,28.6,29.6,999,99,99,2013,Sunday,92,59,N,37137,-33
2013-9-17,23,92,5.9,6.5,99,99,99,999,1015,27.5,28.9,999,99,99,2013,Tuesday,92,60,N,35030,-32
2013-9-18,24,106,4,4.4,99,99,99,999,1015,27.8,28.9,999,99,99,2013,Wednesday,92,61,N,38540,-31
2013-9-19,24,60,4.3,4.8,99,99,99,999,1015,27.7,28.9,999,99,99,2013,Thursday,93,61,N,36436,-32
2013-9-20,24,80,5.9,6.7,99,99,99,999,1015,27.3,29,999,99,99,2013,Friday,94,61,N,37215,-33
2013-9-21,24,104,3.5,3.9,99,99,99,999,1012,27.8,29,999,99,99,2013,Saturday,94,62,N,37569,-32
2013-9-22,24,189,3.8,4.3,99,99,99,999,1010,28,29.1,999,99,99,2013,Sunday,95,62,D,37020,-33
2014-4-4,24,131,6.3,6.9,99,99,99,999,1017,24.3,25.3,999,99,99,2014,Friday,2,2,D,36728,0
2014-4-5,24,137,4.6,5.1,99,99,99,999,1017,24.6,25.3,999,99,99,2014,Saturday,2,3,N,35729,1
2014-4-6,24,132,5.3,5.8,99,99,99,999,1016,24.7,25.3,999,99,99,2014,Sunday,2,4,D,35958,2
2014-4-7,24,134,6.7,7.4,99,99,99,999,1014,25.2,25.1,999,99,99,2014,Monday,3,4,N,35842,1
2014-4-8,24,196,7,7.7,99,99,99,999,1012,25.6,25.2,999,99,99,2014,Tuesday,3,5,N,34142,2
2014-4-9,24,315,9.3,10.5,99,99,99,999,1015,22.5,24.5,999,99,99,2014,Wednesday,4,5,D,33585,1
2014-4-18,24,129,7.9,8.8,99,99,99,999,1017,25.6,25.9,999,99,99,2014,Friday,7,10,N,36408,3
2014-4-19,24,225,6.9,7.6,99,99,99,999,1014,26,26.2,999,99,99,2014,Saturday,8,10,D,37689,2
2014-4-20,24,310,7,8,99,99,99,999,1016,22.6,25.6,999,99,99,2014,Sunday,9,10,N,33947,1
2014-4-21,24,116,5,5.7,99,99,99,999,1016,22.6,25.6,999,99,99,2014,Monday,9,11,D,37513,2
2014-4-22,24,91,2.6,3,99,99,99,999,1014,23.5,25.8,999,99,99,2014,Tuesday,9,12,N,37041,3
2014-4-23,24,280,4.8,5.5,99,99,99,999,1013,23.1,26.1,999,99,99,2014,Wednesday,10,12,N,37015,2
2014-4-24,24,256,2.8,3.3,99,99,99,999,1015,23.5,26.1,999,99,99,2014,Thursday,10,13,N,37356,3
2014-4-29,24,132,5.4,6,99,99,99,999,1014,26.4,26.8,999,99,99,2014,Tuesday,13,14,N,34794,1
2014-5-1,24,131,6.2,6.8,99,99,99,999,1016,26.8,26.6,999,99,99,2014,Thursday,13,15,D,35621,2
2014-5-1,24,131,6.2,6.8,99,99,99,999,1016,26.8,26.6,999,99,99,2014,Thursday,13,16,N,33465,3
2014-5-2,24,159,6.1,6.7,99,99,99,999,1014,26.7,26.8,999,99,99,2014,Friday,14,16,N,34850,2
2014-5-3,24,201,4.9,5.4,99,99,99,999,1014,26.4,26.8,999,99,99,2014,Saturday,15,16,D,37042,1
2014-5-4,24,227,4.6,5.4,99,99,99,999,1016,24.9,26.9,999,99,99,2014,Sunday,15,17,D,35649,2
2014-5-6,24,82,4.3,5.2,99,99,99,999,1016,25.4,26.8,999,99,99,2014,Tuesday,16,17,N,36004,1
